Fiscal Year,Work Location Borough,Regular Gross Paid,OT Hours,Total OT Paid
2020,BROOKLYN,95970.52,566.33,34390.71
2020,BROOKLYN,96798.11,577.63,34419.19
2020,MANHATTAN,95912.05,715.5,31275.99
2020,MANHATTAN,96798.11,518.67,30951.29
2020,QUEENS,86999.09,754.42,39238.11
2020,MANHATTAN,95898.39,567.63,29845.76
2020,BRONX,108768.97,281,13288.6
2020,BROOKLYN,96798.11,527.22,30701.23
2020,MANHATTAN,96798.11,702.63,33212.34
2020,MANHATTAN,96798.11,590,35160.1
2020,MANHATTAN,95916.74,516.02,31968.25
2020,QUEENS,95908.77,664.35,34575.87
2020,MANHATTAN,87027.14,888.33,34526.58
2020,BROOKLYN,108768.97,263.93,22014.93
2020,MANHATTAN,108615.48,334.33,19569.31
2020,BROOKLYN,95922.98,558.25,34774.56
2020,MANHATTAN,96798.11,364.5,25594.23
2020,BROOKLYN,90195.01,675.47,36070.15
2020,MANHATTAN,96798.11,639.35,34045.7
2020,BROOKLYN,84831.14,1034.17,43465.7
2020,BROOKLYN,96798.11,557.08,27777.25
2020,BROOKLYN,96725.58,579.25,34831.25
2020,MANHATTAN,120135.56,134.42,12266.68
2020,MANHATTAN,96798.11,652.67,34563.73
2020,MANHATTAN,96687.2,532.6,29973.97
2020,MANHATTAN,95892.38,688.17,36914.71
2020,MANHATTAN,96798.11,518.4,35146.01
2020,MANHATTAN,96798.11,531.92,34781.06
2020,MANHATTAN,86965.44,951,35738.44
2020,BROOKLYN,102469.84,515.38,26042.32
2020,BRONX,96798.11,505.83,27644.3
2020,MANHATTAN,96745.69,747.18,32779.57
2020,MANHATTAN,84831.14,1159.5,44559.91
2020,BROOKLYN,95922.98,754.17,36319.47
2020,BRONX,96768.84,733.55,35813.79
2020,MANHATTAN,96798.11,658.57,35810.14
2020,MANHATTAN,96798.11,532.47,33731.37
2020,MANHATTAN,96798.11,617.18,29133.17
2020,BRONX,96798.11,488.5,30509.73
2020,BROOKLYN,86780.99,1020.38,39542.28
2020,BROOKLYN,105022.02,466.3,23053.74
2020,MANHATTAN,96798.11,751.43,35604.7
2020,QUEENS,93043.37,787.42,38149.08
2020,QUEENS,96798.11,570.75,34182.38
2020,BROOKLYN,96789.56,575.85,36326.07
2020,MANHATTAN,96706.08,715.08,34434.91
2020,MANHATTAN,108768.97,250.33,21278.16
2020,QUEENS,108768.97,225.83,17289.17
2020,BROOKLYN,96768.84,671.92,34731.77
2020,QUEENS,84831.14,1032.33,41914.44
2020,MANHATTAN,86938.59,989.22,36865.32
2020,MANHATTAN,109631.1,123,7877.53
2020,BROOKLYN,84831.14,1074.58,43035.07
2020,MANHATTAN,95908.77,706.43,35219.4
2020,MANHATTAN,96798.11,444.4,29043.33
2020,QUEENS,98892.46,606.55,33244.09
2020,BRONX,108768.97,336.8,16728.13
2020,MANHATTAN,108615.48,298.58,21657.36
2020,QUEENS,108768.97,283.67,21098.5
2020,QUEENS,96798.11,661.5,32372.35
2020,BROOKLYN,108768.97,356.38,16526.94
2020,MANHATTAN,85613.26,804.78,40049
2020,BRONX,86999.09,910.83,38882.4
2020,QUEENS,109431.13,288.92,14188.68
2020,BROOKLYN,96789.56,595.2,34564.58
2020,MANHATTAN,96721.32,586.17,32649.74
2020,QUEENS,96798.11,638.43,29802.67
2020,MANHATTAN,95944.84,567.12,38673.51
2020,BROOKLYN,95970.52,647.1,34129.85
2020,BROOKLYN,95922.98,625.75,34669.58
2020,BRONX,96798.11,681.12,32469.36
2020,QUEENS,106008.37,372.42,27123.03
2020,BRONX,96798.11,573.53,29162.35
2020,MANHATTAN,95908.77,749.58,35003.5
2020,MANHATTAN,104526.08,345.7,25151.62
2020,BROOKLYN,96798.11,504.6,30957.27
2020,MANHATTAN,96757.26,556.73,36578.88
2020,QUEENS,108768.97,288.73,16116.9
2020,MANHATTAN,84831.14,1000.87,37625.57
2020,MANHATTAN,108768.97,309.63,18849.31
2020,BROOKLYN,96798.11,593.57,30243.81
2020,BRONX,96798.11,593.08,29744.3
2020,MANHATTAN,96798.11,603.22,26904.55
2020,BROOKLYN,96706.08,670.42,34910.44
2020,QUEENS,93344.18,824.92,37759.96
2020,MANHATTAN,96798.11,729.58,31454.12
2020,QUEENS,108768.97,341.68,19806.43
2020,BROOKLYN,84831.14,818.83,37446.95
2020,MANHATTAN,84831.14,934.5,36426.32
2020,BROOKLYN,84831.14,1040.25,38881.49
2020,BRONX,96798.11,719.92,33341.2
2020,BRONX,96767.62,621.97,34508.97
2020,BROOKLYN,108768.97,300.7,19119.96
2020,BROOKLYN,95871.61,699.92,36523.1
2020,QUEENS,93043.37,791.17,36606.4
2020,BRONX,108768.97,273.72,15547.71
2020,MANHATTAN,84831.14,758.83,39105.61
2020,MANHATTAN,84831.14,849.17,36910.35
2020,BROOKLYN,96706.08,676.58,34148.33
2020,MANHATTAN,93529.49,406.5,30900.62
2020,MANHATTAN,96768.84,687.82,29477.62
2020,MANHATTAN,96768.84,773.8,34120.28
2020,MANHATTAN,96798.11,458.63,30087.1
2020,MANHATTAN,117256.18,219.17,15529.21
2020,BROOKLYN,86813.69,693.65,39750.07
2020,BROOKLYN,96798.11,523.35,33495.19
2020,MANHATTAN,96706.08,768.83,32578.89
2020,QUEENS,93344.18,651.08,37249.51
2020,BRONX,108768.97,402.77,22956.98
2020,BRONX,95881.45,691.83,30702.78
2020,BROOKLYN,96798.11,622.6,34313.01
2020,BRONX,108768.97,247.95,13118.31
2020,BROOKLYN,96798.11,505,33089.14
2020,QUEENS,92746.22,620.42,32200.19
2020,MANHATTAN,102097.83,374.93,23516.68
2020,MANHATTAN,96798.11,530.2,33967.06
2020,MANHATTAN,109631.1,231,17759.37
2020,BRONX,95942.65,577.5,27501.4
2020,MANHATTAN,84831.14,884.07,36372.73
2020,MANHATTAN,96798.11,534.17,35032.19
2020,QUEENS,108768.97,247.7,13103.2
2020,MANHATTAN,96798.11,500.05,34484.75
2020,MANHATTAN,96798.11,587,30566.03
2020,QUEENS,96798.11,414,30544.6
2020,BROOKLYN,109887.03,277.38,13249.04
2020,BROOKLYN,96798.11,696.83,33102.57
2020,BROOKLYN,96798.11,603.73,35419.84
2020,QUEENS,96798.11,548.43,36379.1
2020,BRONX,108768.97,323.68,15265.89
2020,BROOKLYN,84831.14,912.42,38083.91
2020,BROOKLYN,108768.97,202.73,11948.18
2020,BROOKLYN,96798.11,551.72,29619.22
2020,MANHATTAN,96789.56,634.15,35365.36
2020,MANHATTAN,96798.11,555,30822.1
2020,QUEENS,96798.11,510.75,30447.69
2020,BRONX,95944.84,521.5,33918.8
2020,MANHATTAN,92746.22,760.87,34227.58
2020,MANHATTAN,108768.97,390.58,23148.92
2020,MANHATTAN,114674.58,263.75,21652.06
2020,MANHATTAN,96798.11,456.95,33215.7
2020,QUEENS,97267.13,490.63,32621.62
2020,QUEENS,98990.41,447.47,29146.28
2020,MANHATTAN,96798.11,559.77,33893.1
2020,BROOKLYN,95970.52,583.92,34836.69
2020,BROOKLYN,95922.98,701.5,35507.43
2020,MANHATTAN,84831.14,1076.5,41528.12
2020,MANHATTAN,108768.97,386.7,18221.26
2020,QUEENS,96798.11,496.17,34971.39
2020,QUEENS,108768.97,283.43,18577.67
2020,MANHATTAN,96271.74,635.88,34994.71
2020,QUEENS,96798.11,405.27,29971.88
2020,MANHATTAN,96798.11,530.85,32614.97
2020,BROOKLYN,90195.01,842.67,37864.48
2020,BROOKLYN,95359.64,598.67,30285.99
2020,BROOKLYN,90095.39,937.82,38264
2020,QUEENS,95823.53,539.02,30674.4
2020,MANHATTAN,108768.97,263.05,19585.06
2020,MANHATTAN,95892.38,721.5,34478.39
2020,QUEENS,108768.97,254.32,16423.21
2020,QUEENS,108768.97,249.55,15227.61
2020,MANHATTAN,96798.11,545.87,29475.01
2020,MANHATTAN,84831.14,916.08,37398.6
2020,MANHATTAN,108768.97,272.03,14258.75
2020,QUEENS,84831.14,700.38,44098.87
2020,QUEENS,95935.55,640.72,33241.14
2020,MANHATTAN,102792.28,381.43,18406.44
2020,MANHATTAN,96798.11,742,33027.75
2020,BROOKLYN,108768.97,279.62,21245.8
2020,BRONX,96378.19,664.17,34764.75
2020,MANHATTAN,96798.11,524.03,37150.87
2020,MANHATTAN,96798.11,693.47,31858.36
2020,MANHATTAN,105247.17,432.48,22152.19
2020,MANHATTAN,96798.11,505.28,35211.08
2020,QUEENS,108768.97,259.18,15829.21
2020,MANHATTAN,90186.01,930.5,38628.35
2020,BROOKLYN,96798.11,578.6,35491.9
2020,BROOKLYN,95922.98,595.5,35402.88
2020,MANHATTAN,108768.97,365.58,16284.65
2020,BROOKLYN,117274.18,61.83,4541.96
2020,MANHATTAN,84831.14,866.67,38792.09
2020,MANHATTAN,96798.11,565.92,31991.18
2020,MANHATTAN,96687.2,728.58,35040.46
2020,MANHATTAN,96798.11,514.88,32506.16
2020,MANHATTAN,84831.14,889.83,36826.97
2020,MANHATTAN,108768.97,256.17,15103.03
2020,QUEENS,96798.11,624.75,31830.46
2020,BROOKLYN,96706.08,641.8,35840.61
2020,BROOKLYN,108768.97,343.33,22254.71
2020,MANHATTAN,119409.69,59,3122.95
2020,QUEENS,108768.97,188.7,15321.46
2020,MANHATTAN,109631.1,152.5,10397.12
2020,BROOKLYN,93043.37,702.25,36268.98
2020,QUEENS,111193.79,224.47,14608.78
2020,QUEENS,108768.97,331.25,19334.54
2020,QUEENS,108768.97,368.03,21800.65
2020,MANHATTAN,96798.11,614.7,28859.42
2020,QUEENS,96753.61,599.22,31411.84
2020,BROOKLYN,86780.99,751.7,39375.81
2020,MANHATTAN,96687.2,701.72,33061.82
2020,BRONX,96687.2,635.67,34092.26
2020,BROOKLYN,95922.98,769.75,36485.46
2020,MANHATTAN,119723.84,120.33,10956.95
2020,QUEENS,96798.11,644.58,28863.88
2020,MANHATTAN,95908.77,799.18,35667.82
2020,MANHATTAN,96798.11,737,31481.12
2020,BROOKLYN,108768.97,288.37,19967.39
2020,MANHATTAN,96798.11,460,30417.52
2020,MANHATTAN,96798.11,471.45,32514.34
2020,BRONX,95908.77,675.52,37392.08
2020,BROOKLYN,98973.48,668.9,32934.74
2020,MANHATTAN,96798.11,554.32,36475.28
2020,QUEENS,96798.11,525.2,28775.35
2020,QUEENS,84831.14,681.6,43932.31
2020,QUEENS,84831.14,964.75,38017.67
2020,MANHATTAN,92742.56,701.27,38604
2020,QUEENS,93344.18,672.55,35871.15
2020,QUEENS,93043.37,837.32,36078.49
2020,MANHATTAN,108768.97,305,21663.63
2020,MANHATTAN,96798.11,454.93,32533.36
2020,MANHATTAN,96798.11,617.77,33397.2
2020,BROOKLYN,96798.11,390.25,29792.35
2020,MANHATTAN,96706.08,684.5,33847.19
2020,QUEENS,96798.11,585.83,31711.58
2020,MANHATTAN,96798.11,416.77,31091.18
2020,MANHATTAN,86965.44,931.17,35005.28
2020,MANHATTAN,96798.11,424.42,31669.62
2020,MANHATTAN,96798.11,639.68,33323.95
2020,QUEENS,96798.11,576.17,29509.9
2020,BROOKLYN,96798.11,682.5,32092.65
2020,QUEENS,88708.93,731.18,38769.32
2020,BROOKLYN,86827.49,866.48,40938.33
2020,QUEENS,84831.14,947.4,37174.24
2020,BROOKLYN,96798.11,749.65,34454.98
2020,BROOKLYN,96798.11,554.85,35253.3
2020,BROOKLYN,96798.11,560.92,32728.63
2020,BROOKLYN,89311.62,899.3,36438
2020,MANHATTAN,108768.97,258.75,20446.42
2020,BROOKLYN,108768.97,226.8,12745.31
2020,MANHATTAN,96798.11,581.1,35067.19
2020,MANHATTAN,95942.65,519.97,31368.24
2020,MANHATTAN,96798.11,516.7,30247.22
2020,BROOKLYN,84831.14,1042.55,39615.17
2020,BRONX,96798.11,531.3,33441.18
2020,BROOKLYN,84831.14,946.03,38469.66
2020,MANHATTAN,95359.64,659.37,33330.31
2020,BROOKLYN,117530,169.58,12542.17
2020,MANHATTAN,86822.04,608.3,38881.7
2020,BRONX,119609.97,135.25,10742.54
2020,MANHATTAN,84831.14,750.13,35906.1
2020,MANHATTAN,84831.14,941,37073.52
2020,BROOKLYN,105315.32,424.05,20711.23
2020,MANHATTAN,110440.88,243.75,21268.62
2020,BRONX,96798.11,499.83,31174.83
2020,MANHATTAN,95952.49,475.92,32583.72
2020,BROOKLYN,89023.49,560.83,36144.93
2020,MANHATTAN,108768.97,263.75,18870.58
2020,BROOKLYN,84831.14,896,38935.81
2020,MANHATTAN,84831.14,894.08,37442.36
2020,BROOKLYN,84831.14,1148.42,43463.12
2020,BROOKLYN,95922.98,689.83,35146.01
2020,BROOKLYN,86813.69,644.85,39264.46
2020,MANHATTAN,100910.11,493.83,27573.25
2020,MANHATTAN,88289.03,760.58,38223.18
2020,QUEENS,120266.64,77.5,6085.63
2020,MANHATTAN,95395.56,471.5,28631.9
2020,QUEENS,96798.11,615.33,33166.2
2020,MANHATTAN,108768.97,234.45,19486.26
2020,BROOKLYN,96788.34,708.77,29867.97
2020,MANHATTAN,96798.11,660.75,34095.46
2020,BROOKLYN,96798.11,637.23,33310.44
2020,MANHATTAN,96798.11,542.38,29321.44
2020,MANHATTAN,96798.11,680.85,30431.73
2020,BROOKLYN,84831.14,1152,39921.08
2020,BRONX,108768.97,236.53,20206.6
2020,MANHATTAN,84831.14,902.63,36968.01
2020,BROOKLYN,88661.78,978.23,36701.19
2020,MANHATTAN,96687.2,736.27,34674.73
2020,MANHATTAN,86975.94,879.97,33745.16
2020,BROOKLYN,105247.17,380.55,20658.61
2020,QUEENS,96798.11,551.63,35913.76
2020,MANHATTAN,113586.2,238,22191.98
2020,BROOKLYN,96798.11,781.58,32913.35
2020,QUEENS,84831.14,1151.75,35680.61
2020,QUEENS,104447.47,495.73,23610.81
2020,BROOKLYN,96798.11,465,32542.43
2020,MANHATTAN,91991.76,409.33,35244.49
2020,MANHATTAN,108768.97,333.17,18087.54
2020,QUEENS,96687.2,754.58,33328.82
2020,BROOKLYN,102961.82,386.8,22941.56
2020,MANHATTAN,96798.11,460.88,32616.85
2020,QUEENS,96798.11,433.32,30609.86
2020,MANHATTAN,96798.11,720.57,31330.7
2020,MANHATTAN,96789.56,351.15,22938.65
2020,BROOKLYN,108768.97,344.47,15914.73
2020,BRONX,84831.14,889.42,37040.87
2020,QUEENS,91088.08,790.5,37323.58
2020,MANHATTAN,96745.69,763.07,33288.28
2020,QUEENS,96798.11,620.33,27730.67
2020,MANHATTAN,84831.14,1013.33,40347.66
2020,MANHATTAN,95892.38,621,34673.54
2020,MANHATTAN,87027.14,827.42,33918.94
2020,BRONX,95908.77,797.23,35606.57
2020,BRONX,108768.97,279.63,16534.05
2020,BROOKLYN,96798.11,512.17,35131.93
2020,BROOKLYN,96798.11,521.95,29433.53
2020,MANHATTAN,96798.11,401.97,29362.89
2020,QUEENS,102881.83,355.97,22493.26
2020,BROOKLYN,90195.01,614.98,34119.45
2020,BRONX,108768.97,161.7,13836.49
2020,MANHATTAN,120135.56,82.17,4292.85
2020,BROOKLYN,96687.2,516.48,29622.59
2020,MANHATTAN,96798.11,595.85,33786.68
2020,BRONX,108768.97,326.6,21761.63
2020,MANHATTAN,92478.95,485.1,34818.68
2020,MANHATTAN,108768.97,327.22,22870.13
2020,MANHATTAN,105022.02,397.03,28959.88
2020,MANHATTAN,84831.14,968.08,37647.52
2020,MANHATTAN,96798.11,435.85,33090.26
2020,MANHATTAN,96798.11,692.48,33143.37
2020,MANHATTAN,84831.14,799.58,37105.35
2020,QUEENS,96798.11,624.02,38172.23
2020,QUEENS,96706.08,666.5,35734.6
2020,BRONX,86780.99,672.03,36289.96
2020,BROOKLYN,96798.11,642.5,32443.09
2020,MANHATTAN,108768.97,242.83,20568.81
2020,MANHATTAN,108768.97,237.6,14715.54
2020,BROOKLYN,96798.11,653.75,32439.09
2020,QUEENS,96789.56,533.4,32446.29
2020,QUEENS,99191.76,451,26501.74
2020,MANHATTAN,96798.11,583.9,33604.69
2020,MANHATTAN,84831.14,1004.5,37533.69
2020,BROOKLYN,108768.97,245.17,13736.21
2020,MANHATTAN,109631.1,211.5,15097.53
2020,MANHATTAN,96798.11,407.37,31054.06
2020,BROOKLYN,96798.11,509.05,34193.37
2020,MANHATTAN,96798.11,722.25,33049.24
2020,BROOKLYN,108768.97,229.87,12117.47
2020,QUEENS,108768.97,256.57,12448.24
2020,MANHATTAN,84831.14,863.17,36469.9
2020,MANHATTAN,95871.61,631.48,34324.68
2020,BRONX,108768.97,306.03,19033.68
2020,BRONX,86780.99,975.78,39177.91
2020,MANHATTAN,96798.11,511.08,36560.16
2020,MANHATTAN,108768.97,317.87,24009.56
2020,BROOKLYN,96798.11,628,28877.13
2020,MANHATTAN,99186.11,471.53,24131.61
2020,MANHATTAN,84831.14,932.47,35472.49
2020,BROOKLYN,108768.97,258.08,15847.4
2020,BROOKLYN,84831.14,951.92,38932.78
2020,QUEENS,96798.11,643.92,31894.74
2020,BROOKLYN,96798.11,441.35,29546.9
2020,MANHATTAN,108768.97,230.33,12148.05
2020,BROOKLYN,95908.77,781.37,34564.43
2020,BROOKLYN,96706.08,550.88,34368.38
2020,MANHATTAN,108768.97,292.25,21769.23
2020,QUEENS,117274.18,209.08,14742.08
2020,BROOKLYN,96798.11,448.03,28520.65
2020,QUEENS,96798.11,510.67,28784.98
2020,BROOKLYN,98718.98,595.42,31060.13
2020,BROOKLYN,93043.37,911.42,37416.05
2020,BROOKLYN,108768.97,272.9,14588.1
2020,BROOKLYN,84831.14,937.67,36835.35
2020,BROOKLYN,96798.11,535.08,28220.16
2020,MANHATTAN,87027.14,854.08,33228.81
2020,MANHATTAN,96798.11,652.68,32845.41
2020,MANHATTAN,108768.97,285.83,13339.01
2020,BROOKLYN,84831.14,945.08,36810.7
2020,BROOKLYN,89738.91,697.9,34404.94
2020,QUEENS,96798.11,434.33,28196.45
2020,QUEENS,96687.2,756.57,33887.95
2020,MANHATTAN,95816.42,620.35,36000.1
2020,BROOKLYN,96798.11,638.88,33471.49
2020,BRONX,96798.11,531.67,27011.12
2020,MANHATTAN,96798.11,465,32415.59
2020,BROOKLYN,84831.14,948.08,39012.28
2020,QUEENS,86756.09,1047.37,39456.92
2020,MANHATTAN,111604.58,242,20045.39
2020,MANHATTAN,86846.6,1015.8,38062.87
2020,MANHATTAN,96798.11,580.9,35978.45
2020,QUEENS,120540.92,246,21621.02
2020,MANHATTAN,108768.97,317.25,17160.46
2020,MANHATTAN,108768.97,273.73,22746.02
2020,BRONX,96767.62,573.25,33556.05
2020,MANHATTAN,102185.72,472.48,22550
2020,QUEENS,84831.14,983.45,38440.59
2020,MANHATTAN,105315.32,393.8,20219.36
2020,QUEENS,120540.92,248,21887.13
2020,MANHATTAN,96798.11,551.83,26372.53
2020,MANHATTAN,102789.8,406.55,22586.43
2020,BRONX,118047.2,90.25,7215.56
2020,BROOKLYN,108768.97,335.35,19359.59
2020,MANHATTAN,87248.99,623.5,32703.22
2020,QUEENS,108768.97,240.85,17669.64
2020,MANHATTAN,93043.37,673.5,36842.48
2020,QUEENS,94577.52,824.63,35369.22
2020,BRONX,95944.84,667.75,35350.72
2020,QUEENS,86807.24,869.65,39866.42
2020,MANHATTAN,86438.66,529.5,39124
2020,BROOKLYN,95816.42,781.3,34407.08
2020,BROOKLYN,84831.14,811.75,37376.8
2020,MANHATTAN,102047.49,483,38286.35
2020,QUEENS,95908.77,733.9,33136.97
2020,MANHATTAN,84831.14,958.25,38100.71
2020,MANHATTAN,96706.08,693.18,33787.76
2020,MANHATTAN,108768.97,217.23,11796.77
2020,MANHATTAN,111923.51,196.58,17125.49
2020,MANHATTAN,96757.26,503.63,36063.85
2020,QUEENS,96798.11,537.58,36024.73
2020,BROOKLYN,96798.11,429.25,32653.75
2020,BROOKLYN,96798.11,635.58,29206.07
2020,BROOKLYN,116907.27,488.37,22050.1
2020,QUEENS,96798.11,600.58,32630.57
2020,BRONX,96798.11,536.98,34576.13
2020,MANHATTAN,96798.11,671.83,33090.95
2020,MANHATTAN,96798.11,465.17,31209.97
2020,MANHATTAN,90195.01,863.23,35460.88
2020,QUEENS,95912.05,646.92,31381.12
2020,MANHATTAN,84831.14,949,35676.1
2020,MANHATTAN,86982.12,821.12,35987.15
2020,QUEENS,84831.14,876.92,35807.2
2020,MANHATTAN,108768.97,296.05,21024.41
2020,BRONX,96798.11,456.75,28905.85
2020,QUEENS,108768.97,244.72,19076.14
2020,MANHATTAN,96706.69,631.55,32555.44
2020,BROOKLYN,96798.11,447.37,32491.7
2020,MANHATTAN,109631.1,123,8751.28
2020,QUEENS,119409.69,153.75,11354.15
2020,MANHATTAN,108768.97,280.57,22072.83
2020,MANHATTAN,96798.11,404.6,30805.78
2020,MANHATTAN,108768.97,277.03,16407.87
2020,BRONX,96798.11,710.1,34852.17
2020,BRONX,96706.08,590.17,34195.13
2020,QUEENS,108768.97,367.75,20603.88
2020,BROOKLYN,96798.11,717,30232.41
2020,MANHATTAN,96798.11,656.38,32001.98
2020,BROOKLYN,84831.14,830.92,35732.28
2020,MANHATTAN,89738.91,909.5,37043.36
2020,MANHATTAN,96798.11,718.25,33912.21
2020,BRONX,91298.65,532.83,33657.04
2020,MANHATTAN,108768.97,233.5,19757.43
2020,MANHATTAN,96798.11,517.55,28180.91
2020,BRONX,84831.14,748.32,35888.03
2020,QUEENS,108768.97,316.85,20268.34
2020,BRONX,86948.59,722.08,37938.27
2020,QUEENS,96706.08,595.65,32974.52
2020,MANHATTAN,96798.11,532.85,33698.73
2020,MANHATTAN,96798.11,470.67,34732.5
2020,BROOKLYN,96798.11,490.17,27315.71
2020,MANHATTAN,85436.7,626.5,33446.37
2020,BROOKLYN,99219.01,397.75,20314.85
2020,BROOKLYN,98244.74,425.95,28648.25
2020,MANHATTAN,96798.11,518.18,32904.94
2020,BRONX,102469.84,448.03,23414.98
2020,BROOKLYN,96798.11,519.12,22820.47
2020,BROOKLYN,96798.11,459.53,29968.9
2020,MANHATTAN,96798.11,673.77,31770.38
2020,MANHATTAN,86244.97,756.83,34261.97
2020,MANHATTAN,96607.38,603.95,32304.81
2020,QUEENS,96798.11,437.28,29611.55
2020,BRONX,96798.11,634.95,33270.64
2020,MANHATTAN,96798.11,593,34116.39
2020,MANHATTAN,96798.11,457.63,31022.31
2020,BROOKLYN,108768.97,261.33,17623.13
2020,MANHATTAN,108768.97,224.03,11966.54
2020,MANHATTAN,95521.84,392,30877.78
2020,BROOKLYN,106532.07,433.75,23189.57
2020,MANHATTAN,96798.11,579.32,31767.26
2020,QUEENS,96798.11,567.33,32347.73
2020,QUEENS,108768.97,201.75,10647.14
2020,BRONX,96798.11,597.83,31870.03
2020,MANHATTAN,105247.17,385.92,21423.6
2020,QUEENS,96757.87,673.5,33417.74
2020,BROOKLYN,91195.02,873.75,36961.96
2020,BROOKLYN,95938.82,764.87,32609.15
2020,BROOKLYN,95912.05,703,34298.34
2020,QUEENS,96706.08,588.17,34744.08
2020,MANHATTAN,108768.97,308.55,20458.62
2020,MANHATTAN,86999.09,884.52,33494.2
2020,BRONX,96687.2,700.08,28189.11
2020,MANHATTAN,96798.11,620.43,30553.07
2020,BROOKLYN,96798.11,536.5,31941.93
2020,MANHATTAN,96798.11,406.22,30632.81
2020,BROOKLYN,84831.14,1071,43234.95
2020,MANHATTAN,96687.2,638.3,33437.55
2020,BRONX,111923.51,258.08,13845.18
2020,BROOKLYN,96798.11,528.83,24000.41
2020,BRONX,96798.11,707.05,32669.36
2020,MANHATTAN,96798.11,606.37,32477.48
2020,MANHATTAN,96798.11,593.08,31360.83
2020,QUEENS,108768.97,283.62,14473.51
2020,BROOKLYN,96798.11,616.35,31677.94
2020,BROOKLYN,96716.44,538.6,34396.99
2020,MANHATTAN,96798.11,503.22,34254.41
2020,BROOKLYN,96798.11,517.87,33331.25
2020,MANHATTAN,95359.64,806.87,34132.05
2020,MANHATTAN,84831.14,852.47,34476.19
2020,BRONX,96798.11,456.2,33408.03
2020,MANHATTAN,105872.64,446.08,25173.48
2020,MANHATTAN,96798.11,686,28212.44
2020,MANHATTAN,84831.14,899.85,34882.89
2020,MANHATTAN,96798.11,593.85,30428.53
2020,MANHATTAN,91479.19,523.33,31217.69
2020,MANHATTAN,108768.97,189.03,16011.69
2020,MANHATTAN,98906.69,310.83,20730.72
2020,MANHATTAN,84831.14,962.25,37568.93
2020,MANHATTAN,84831.14,622.25,39837.05
2020,MANHATTAN,96798.11,379.57,29197.15
2020,BROOKLYN,90195.01,799.68,35404.68
2020,MANHATTAN,96798.11,552.82,35009.13
2020,BRONX,96798.11,630.17,30136.75
2020,MANHATTAN,96798.11,584.42,34535.37
2020,BROOKLYN,96706.08,657.5,31697.96
2020,BRONX,84831.14,654.45,40139.55
2020,BROOKLYN,110183.07,196.93,17004.07
2020,MANHATTAN,96687.2,503.42,35474.14
2020,BRONX,95944.84,519.08,32639.66
2020,MANHATTAN,96798.11,507.78,29493.78
2020,BROOKLYN,108768.97,220.52,13860.46
2020,MANHATTAN,86819.98,773.4,37389.69
2020,MANHATTAN,96687.2,574.33,33216.8
2020,BROOKLYN,84831.14,929.83,36613.93
2020,BROOKLYN,90967.75,877,37815.88
2020,BROOKLYN,96798.11,557.15,30698.99
2020,MANHATTAN,84831.14,877.63,35711.08
2020,QUEENS,108615.48,280.58,13901.13
2020,MANHATTAN,84831.14,867,34322.91
2020,BROOKLYN,84831.14,856.5,35378.25
2020,BRONX,96798.11,590.8,33274.92
2020,BROOKLYN,96687.2,752.5,33966.01
2020,MANHATTAN,111132.06,253.85,19666.2
2020,MANHATTAN,84831.14,1038.25,40116.6
2020,MANHATTAN,96798.11,432.18,32073.32
2020,MANHATTAN,108768.97,287.38,20087.76
2020,BROOKLYN,108768.97,311.75,14934.11
2020,BROOKLYN,95922.98,651.18,33713.21
2020,BRONX,90195.01,864.23,33836.16
2020,BROOKLYN,108768.97,245.8,20424.92
2020,BROOKLYN,111193.79,240.75,13916.85
2020,BRONX,96706.08,693.2,31917.19
2020,BROOKLYN,96798.11,612.8,29640.42
2020,MANHATTAN,107974.07,283.37,16074.74
2020,QUEENS,84831.14,864.83,33861.88
2020,BRONX,84831.14,613.37,40050.66
2020,BRONX,108768.97,266.83,12673.82
2020,QUEENS,84831.14,907.08,38683.55
2020,MANHATTAN,83235.85,351.25,15397.56
2020,QUEENS,96798.11,525.4,33513.69
2020,MANHATTAN,95359.64,726.78,35010.49
2020,BRONX,84831.14,744.95,34730.81
2020,MANHATTAN,84831.14,1096.25,42096.22
2020,BRONX,102185.72,406.7,27877.16
2020,MANHATTAN,90884.71,691.25,35535.44
2020,QUEENS,96798.11,463.65,33824.12
2020,MANHATTAN,96798.11,658.92,28110.79
2020,MANHATTAN,97593.53,461.92,33276.67
2020,MANHATTAN,96798.11,441.35,31589.98
2020,BROOKLYN,108768.97,245.65,20188.27
2020,MANHATTAN,108768.97,303.63,15589.49
2020,BROOKLYN,105315.32,394.05,20607.62
2020,QUEENS,96798.11,558.67,31997.07
2020,MANHATTAN,96798.11,679.28,32289.32
2020,QUEENS,96706.08,634.5,28184.77
2020,BRONX,96798.11,587.95,33275.56
2020,BROOKLYN,86999.09,693.17,34501.75
2020,MANHATTAN,84831.14,907.87,34536.93
2020,MANHATTAN,96706.08,662,32843.96
2020,QUEENS,108768.97,186,15144.96
2020,BROOKLYN,108768.97,189.3,11896.48
2020,QUEENS,84831.14,894.72,34524.75
2020,MANHATTAN,93243.13,508.75,32478.52
2020,MANHATTAN,108141.49,215.35,12306.09
2020,BROOKLYN,108768.97,297.8,18732.72
2020,BRONX,108768.97,202.55,11456.63
2020,BROOKLYN,96798.11,412.17,21447.72
2020,MANHATTAN,123424.05,34.35,2652.8
2020,BRONX,103818.49,346.87,27113.15
2020,BRONX,96798.11,524,31394.84
