Fiscal Year,Work Location Borough,Regular Gross Paid,OT Hours,Total OT Paid
2020,QUEENS,131514.59,640.58,42558.99
2020,MANHATTAN,120834.74,842.5,49217.93
2020,MANHATTAN,124852.5,864.08,46383.25
2020,QUEENS,131514.59,581.5,45891.08
2020,BROOKLYN,121005.81,863.75,52288.8
2020,MANHATTAN,131514.59,589.72,45862.03
2020,MANHATTAN,127788.1,587.08,49160.7
2020,MANHATTAN,124852.5,633,51737.97
2020,MANHATTAN,125919.97,493.27,52883.86
2020,BROOKLYN,123902.61,946.83,50041.48
2020,MANHATTAN,134894.52,553.78,38329.6
2020,QUEENS,124852.5,678.6,50296.96
2020,MANHATTAN,124852.5,633,49185.78
2020,BROOKLYN,131514.59,487.42,46936.42
2020,MANHATTAN,134894.52,416.17,42262.88
2020,BROOKLYN,111217.17,1223.45,64780.64
2020,MANHATTAN,125004.8,699.75,52589.44
2020,MANHATTAN,143623.6,434.33,31042.09
2020,BROOKLYN,131514.59,564.12,50241.34
2020,MANHATTAN,131514.59,554,44916.58
2020,BROOKLYN,132292.84,511.75,48863.98
2020,QUEENS,130276.3,795.9,46283.45
2020,MANHATTAN,124852.5,885.95,49285.91
2020,MANHATTAN,131514.59,475.58,44944.98
2020,MANHATTAN,124852.5,603.67,52051
2020,MANHATTAN,124852.5,768.08,47324.6
2020,QUEENS,167345,202.5,6317.94
2020,QUEENS,123902.61,900.85,50268.26
2020,QUEENS,131514.59,513.7,44831.47
2020,MANHATTAN,134397.54,466.77,41195.07
2020,BRONX,144660.14,316.68,32545.24
2020,MANHATTAN,131514.59,474.17,46813.71
2020,QUEENS,136396.1,535.97,41311.56
2020,MANHATTAN,124852.5,882.83,49766.93
2020,MANHATTAN,127570.65,555.02,48649.56
2020,MANHATTAN,124852.5,601.6,52526.23
2020,QUEENS,124852.5,715.8,51159.78
2020,MANHATTAN,131586.55,638.38,41879.43
2020,MANHATTAN,133889.67,467.75,43570.61
2020,MANHATTAN,131514.59,605.75,45738.03
2020,MANHATTAN,124852.5,639.4,49153.46
2020,QUEENS,131514.59,644,44605.04
2020,MANHATTAN,124852.5,532.5,47478.02
2020,MANHATTAN,133413.72,562.05,42381.61
2020,MANHATTAN,131514.59,505.25,46358.59
2020,BROOKLYN,131514.59,485.75,46973.92
2020,MANHATTAN,127521.25,521.92,50725.14
2020,MANHATTAN,124852.5,786.97,48818.25
2020,MANHATTAN,127788.1,571.83,45835.91
2020,BROOKLYN,124815.8,780.38,44364.4
2020,BRONX,168276.88,54,4432.93
2020,MANHATTAN,124852.5,594.65,51725.76
2020,MANHATTAN,127622.3,566.5,47179.28
2020,MANHATTAN,131514.59,527.4,46965.29
2020,BROOKLYN,168276.88,15.58,1764.87
2020,MANHATTAN,150952.17,280.45,24839.22
2020,MANHATTAN,124852.5,540.5,50986.95
2020,MANHATTAN,124852.5,658,51390.97
2020,MANHATTAN,124852.5,631.57,51158.31
2020,MANHATTAN,119287.52,1012.58,52819.73
2020,MANHATTAN,131514.59,555.42,42900.16
2020,BRONX,131514.59,716.58,45415.01
2020,MANHATTAN,124852.5,579.75,46893.38
2020,MANHATTAN,124852.5,527.23,51166
2020,MANHATTAN,131514.59,589.5,44786.04
2020,BROOKLYN,131514.59,623.25,44050.33
2020,BRONX,124852.5,760.33,48966.94
2020,BROOKLYN,131514.59,695.27,42200.72
2020,MANHATTAN,124852.5,542.42,50381.12
2020,MANHATTAN,131514.59,522.42,44891.16
2020,BRONX,131514.59,581,36943.67
2020,BRONX,131514.59,489.5,44673.26
2020,MANHATTAN,131514.59,558.5,44879.04
2020,MANHATTAN,124852.5,689.75,52992.33
2020,MANHATTAN,127622.3,573.2,49289.94
2020,MANHATTAN,124852.5,708.25,48179.5
2020,QUEENS,126832.06,765.67,48473.96
2020,QUEENS,131514.59,614.42,35808.88
2020,QUEENS,167345,67.5,2105.98
2020,BRONX,130191.37,542.25,47820.99
2020,MANHATTAN,131514.59,535.17,45761.29
2020,MANHATTAN,117992.04,546,46366.88
2020,MANHATTAN,131514.59,551.25,46156.83
2020,MANHATTAN,124852.5,633.58,49376.76
2020,BRONX,124852.5,700.9,50765.37
2020,MANHATTAN,131514.59,584.43,44809.88
2020,MANHATTAN,124852.5,663.17,50668.37
2020,MANHATTAN,135032.41,459.92,42071.98
2020,BRONX,124852.5,521.75,50775.68
2020,QUEENS,123035.74,818.67,52974.46
2020,BROOKLYN,167345,67.5,2105.98
2020,MANHATTAN,124852.5,675.25,49471.99
2020,MANHATTAN,124852.5,680,47355.33
2020,MANHATTAN,133343.09,477.58,43455.17
2020,MANHATTAN,124852.5,598.95,49816.76
2020,MANHATTAN,124852.5,561,50345.98
2020,MANHATTAN,124852.5,589.58,50134.42
2020,MANHATTAN,167171.9,190.4,5921.3
2020,MANHATTAN,131514.59,515.5,46144.51
2020,MANHATTAN,124852.5,597.75,49123.01
2020,MANHATTAN,124852.5,526,49173.43
2020,MANHATTAN,131514.59,588,42236.53
2020,MANHATTAN,124852.5,566.4,53687.05
2020,BRONX,124852.5,610.05,50829.39
2020,QUEENS,131514.59,559.5,43819.39
2020,MANHATTAN,134412.59,443.58,44163.59
2020,QUEENS,131514.59,460.2,46677.66
2020,MANHATTAN,130946.1,466.9,44048.28
2020,MANHATTAN,131514.59,663.33,39261.71
2020,MANHATTAN,131514.59,449.97,37759.48
2020,MANHATTAN,124852.5,771,47039.75
2020,MANHATTAN,131514.59,494.13,44070.4
2020,MANHATTAN,124852.5,616.72,47826.01
2020,BRONX,131514.59,550.57,45615.34
2020,BROOKLYN,133089.37,557.58,46631.74
2020,MANHATTAN,124852.5,724.42,46571.03
2020,BROOKLYN,131514.59,541.75,41553.91
2020,MANHATTAN,124852.5,574.28,49378.91
2020,BROOKLYN,124852.5,642.97,49329.04
2020,MANHATTAN,134455.36,653.33,43909.5
2020,BROOKLYN,131499.4,658.92,37803.46
2020,MANHATTAN,124852.5,608,47281.95
2020,MANHATTAN,124852.5,581.5,47106.8
2020,MANHATTAN,167345,101.25,3158.97
2020,BRONX,134759.99,554.4,32556.37
2020,MANHATTAN,124815.8,550.25,50969.72
2020,MANHATTAN,124852.5,814.5,47912.89
2020,MANHATTAN,124852.5,696.42,48207.85
2020,MANHATTAN,124852.5,466.07,43763
2020,BROOKLYN,124852.5,505.25,48749.86
2020,MANHATTAN,129322.88,685.5,47331.5
2020,MANHATTAN,130794.38,546.25,43289.94
2020,BROOKLYN,127499.2,1025.35,53593.87
2020,BRONX,131514.59,613.17,36988.85
2020,BROOKLYN,116942.8,748.73,56534.22
2020,BROOKLYN,119409.69,1014,51622.37
2020,QUEENS,124852.5,641.7,42526.89
2020,MANHATTAN,124852.5,593.42,49988.2
2020,MANHATTAN,127521.25,622.17,46738
2020,MANHATTAN,127521.25,506.83,46161.07
2020,BROOKLYN,134376.34,553.25,33085.37
2020,MANHATTAN,130191.37,535.92,48993.25
2020,MANHATTAN,124852.5,766,49484.2
2020,MANHATTAN,131514.59,472.5,43918.25
2020,QUEENS,124852.5,640,47300.43
2020,BRONX,131514.59,630.42,35868.67
2020,MANHATTAN,124852.5,618.75,50126.07
2020,BRONX,124852.5,520,46169.05
2020,QUEENS,131514.59,542.17,44585.36
2020,MANHATTAN,124109.34,737.67,41740.35
2020,QUEENS,131514.59,682.67,39150.39
2020,BROOKLYN,127740.13,697.28,43862.38
2020,MANHATTAN,131626.74,524,49016.92
2020,MANHATTAN,124852.5,570.95,50027.93
2020,BROOKLYN,131498.08,458.92,44697.04
2020,BRONX,127521.25,523.08,47793.68
2020,MANHATTAN,131514.59,702.17,40759
2020,MANHATTAN,124852.5,608.17,46104.03
2020,BRONX,124852.5,568.55,45133.83
2020,MANHATTAN,125071.33,853.75,51242.82
2020,MANHATTAN,124852.5,565.6,49441.63
2020,MANHATTAN,127622.3,580.5,46988.32
2020,MANHATTAN,124852.5,630.05,51684.25
2020,MANHATTAN,127805.6,575.63,46476.22
2020,MANHATTAN,124852.5,534.67,48747.61
2020,BROOKLYN,119409.69,957.92,49563.66
2020,MANHATTAN,131514.59,546.83,42475.27
2020,QUEENS,122325.94,899.63,51750.45
2020,BROOKLYN,131514.59,492.45,42778.46
2020,MANHATTAN,167345,202.5,6317.94
2020,BROOKLYN,120225.86,852.75,46143.5
2020,BROOKLYN,131514.59,605.25,43078.1
2020,MANHATTAN,135203.7,437.25,40757.1
2020,MANHATTAN,167911.64,112,3454.62
2020,MANHATTAN,124852.5,577.9,49298.67
2020,MANHATTAN,140218.89,358.42,35350.8
2020,QUEENS,124852.5,551.28,48957.22
2020,BROOKLYN,131514.59,492.17,42929.3
2020,MANHATTAN,144672.19,284.7,31591.84
2020,MANHATTAN,124852.5,638.58,46991.03
2020,MANHATTAN,131514.59,495.75,40357.65
2020,MANHATTAN,131514.59,655.67,43649.08
2020,MANHATTAN,131514.59,538.67,45246.24
2020,MANHATTAN,131514.59,514.33,45666.17
2020,MANHATTAN,167345,60.5,5169.47
2020,BRONX,131514.59,472.92,44031.16
2020,BROOKLYN,131514.59,652.75,40371.93
2020,MANHATTAN,127521.25,565.83,48016.78
2020,BROOKLYN,167345,67.5,2105.98
2020,QUEENS,131514.59,424.67,42977.45
2020,QUEENS,129322.88,674.83,42426.01
2020,MANHATTAN,124852.5,543.02,49277.75
2020,QUEENS,137098.78,500.17,28999.95
2020,MANHATTAN,127622.3,524.8,46185.59
2020,MANHATTAN,127521.25,555.58,47106.08
2020,MANHATTAN,124774.89,887.75,51866.44
2020,MANHATTAN,124852.5,568.43,49624.99
2020,MANHATTAN,123424.05,553.25,51139.97
2020,MANHATTAN,140054.96,394.67,33011.62
2020,BROOKLYN,131514.59,598.75,46370.79
2020,MANHATTAN,131514.59,524.33,45746.8
2020,MANHATTAN,124852.5,620.88,45199.91
2020,MANHATTAN,142199.67,333.58,29460.03
2020,MANHATTAN,127092.64,655.33,44277.72
2020,BRONX,131514.59,593.67,33415.16
2020,MANHATTAN,121227.67,667.67,51782.08
2020,MANHATTAN,124852.5,608.4,46900.79
2020,MANHATTAN,131514.59,720,42532.88
2020,MANHATTAN,133343.09,413.78,40746.41
2020,MANHATTAN,131514.59,473.2,42248.32
2020,BROOKLYN,129920.73,551.17,33977.97
2020,BROOKLYN,119723.84,923,49941.32
2020,BROOKLYN,131514.59,590.03,35983.98
2020,MANHATTAN,123902.61,717,41689.4
2020,MANHATTAN,124852.5,555.33,49209.89
2020,MANHATTAN,130190,483,43788.6
2020,BRONX,124852.5,696.5,45158.92
2020,BRONX,120135.56,850.67,46889.17
2020,MANHATTAN,129089.81,515.85,42291.21
2020,QUEENS,129322.88,628.23,46453.99
2020,MANHATTAN,124852.5,713.43,43260.21
2020,MANHATTAN,131514.59,452.75,42145.15
2020,MANHATTAN,124852.5,514,47396.09
2020,QUEENS,131514.59,513.42,42389.1
2020,QUEENS,131514.59,602.13,43260.15
2020,QUEENS,127843.9,512.8,44546.9
2020,MANHATTAN,132093.38,402.25,40653.59
2020,MANHATTAN,124852.5,524.5,47252.4
2020,MANHATTAN,132165.33,435.23,41392.87
2020,MANHATTAN,124852.5,776,49113.01
2020,QUEENS,132545.23,587.18,34020.3
2020,BROOKLYN,124852.5,515.22,47416.23
2020,MANHATTAN,133461.6,476.92,41172.09
2020,BROOKLYN,131514.59,402.83,38891.77
2020,MANHATTAN,140218.89,348.42,35318.91
2020,BROOKLYN,124852.5,558.6,47697.09
2020,QUEENS,134464.99,483.92,35538.93
2020,MANHATTAN,127899.3,570.78,44544.48
2020,BRONX,131514.59,686.75,46269.43
2020,MANHATTAN,108768.97,919.48,63037.2
2020,MANHATTAN,124852.5,683.58,44890.76
2020,QUEENS,131514.59,478.33,40858.39
2020,MANHATTAN,131514.59,505.33,40457.41
2020,QUEENS,131514.59,532.08,37403.64
2020,MANHATTAN,131514.59,449.25,40174.63
2020,MANHATTAN,131514.59,438.25,41605.81
2020,QUEENS,131514.59,423.75,43023.83
2020,BROOKLYN,129322.88,549.17,42692.05
2020,MANHATTAN,133461.6,456.92,41609.01
2020,MANHATTAN,131514.59,442.67,44044.42
2020,MANHATTAN,167345,135,4188
2020,QUEENS,167345,118.17,3665.79
2020,MANHATTAN,131514.59,484.25,43674.51
2020,MANHATTAN,140218.89,325.67,32044.81
2020,QUEENS,131514.59,480.5,32505.29
2020,MANHATTAN,124852.5,505.35,47722.4
2020,MANHATTAN,167171.9,135,4211.96
2020,MANHATTAN,123424.05,513.98,49398.48
2020,BRONX,134232.11,515.5,34635.12
2020,BROOKLYN,131514.59,582.67,39695.21
2020,BROOKLYN,131514.59,577.67,42367.44
2020,MANHATTAN,131514.59,521.18,38535.15
2020,QUEENS,114134.17,999.77,51258.5
2020,QUEENS,124852.5,630.23,45046.79
2020,MANHATTAN,132165.33,415.92,42399.91
2020,MANHATTAN,116911.34,589.75,56745.35
2020,MANHATTAN,131514.59,431.75,42713.01
2020,MANHATTAN,131514.59,470.58,42928.09
2020,MANHATTAN,124852.5,480,45697.52
2020,MANHATTAN,131499.4,476.08,42331.38
2020,MANHATTAN,134408.79,543.5,39997.4
2020,MANHATTAN,131514.59,577.42,36394.28
2020,MANHATTAN,108768.97,1117.43,58195.52
2020,QUEENS,131514.59,466.5,37939.59
2020,MANHATTAN,124852.5,431.78,43158.26
2020,MANHATTAN,131690.68,560.92,37441.65
2020,MANHATTAN,124852.5,526.33,46361.18
2020,BRONX,131514.59,494.67,37859.48
2020,MANHATTAN,124852.5,478.32,46506.45
2020,QUEENS,131514.59,542.33,39393.14
2020,MANHATTAN,124852.5,581.25,47257.29
2020,QUEENS,131514.59,429.3,41721.18
2020,BRONX,119755.79,963.67,48132.15
2020,MANHATTAN,124852.5,507.33,47819.31
2020,QUEENS,124852.5,503.83,46915.36
2020,MANHATTAN,124852.5,633,44294.5
2020,BRONX,131514.59,415.83,40066.71
2020,MANHATTAN,130217.81,452.3,41796.99
2020,QUEENS,131514.59,480.17,40570.36
2020,MANHATTAN,124852.5,573.52,41963.35
2020,BROOKLYN,124852.5,562.8,44825.89
2020,MANHATTAN,123902.61,831.33,45498.15
2020,MANHATTAN,131677.28,621.67,38660.56
2020,MANHATTAN,133461.6,431.8,40251.81
2020,BRONX,129322.88,508.5,46086.8
2020,BRONX,131514.59,567.33,32436.1
2020,MANHATTAN,124852.5,513,48495.09
2020,MANHATTAN,123391.1,859.57,50287.63
2020,BROOKLYN,124852.5,573.92,46918.38
2020,MANHATTAN,130296.74,464,41729.38
2020,BROOKLYN,122362.46,621.83,50241.84
2020,QUEENS,131514.59,474.25,39006.39
2020,MANHATTAN,120660.79,634,48990.85
2020,MANHATTAN,124852.5,506,46871.05
2020,MANHATTAN,124852.5,537.1,47187.9
2020,BROOKLYN,131514.59,522.35,36578.45
2020,QUEENS,119151.94,563.55,52007.66
2020,MANHATTAN,108768.97,995.8,61089.16
2020,MANHATTAN,167171.9,6.75,497.77
2020,MANHATTAN,124852.5,621.27,44504.19
2020,BRONX,124852.5,490.75,43090.04
2020,MANHATTAN,131514.59,577.75,31967.95
2020,MANHATTAN,124852.5,509.5,48194.75
2020,MANHATTAN,127778.71,519,40021.26
2020,QUEENS,119151.94,701,48035.3
2020,BRONX,131514.59,552.25,32291.59
2020,MANHATTAN,124852.5,501.5,46151.07
2020,MANHATTAN,131514.59,463.58,33844.13
2020,MANHATTAN,124852.5,683,44861.01
2020,MANHATTAN,124815.8,662.08,47423.48
2020,QUEENS,167171.9,12.5,904.96
2020,MANHATTAN,131514.59,443.17,41425.51
2020,BROOKLYN,155140.3,80.67,6167.71
2020,MANHATTAN,124852.5,511.27,48720.15
2020,MANHATTAN,130276.3,517.9,40538.64
2020,BRONX,116942.8,908.92,51520.24
2020,MANHATTAN,124852.5,543.25,46372.06
2020,MANHATTAN,144672.19,266.58,25821.16
2020,MANHATTAN,124852.5,486.25,44388.51
2020,QUEENS,124852.5,611.98,43445.58
2020,MANHATTAN,108768.97,783.25,65061.61
2020,MANHATTAN,131514.59,443.5,40428.3
2020,MANHATTAN,124852.5,695.17,37306.26
2020,BRONX,131514.59,551.33,34150.88
2020,BROOKLYN,120135.56,784.25,45197.05
2020,MANHATTAN,124852.5,577.7,48365.48
2020,MANHATTAN,131514.59,476.58,39177.27
2020,QUEENS,131514.59,435.83,36820.64
2020,MANHATTAN,124852.5,524.05,47291.22
2020,BROOKLYN,120784.21,617,48961.55
2020,BROOKLYN,120225.86,986.25,50677.99
2020,MANHATTAN,134464.99,391.5,38437.25
2020,BROOKLYN,124852.5,722.7,38345.43
2020,MANHATTAN,109631.1,402.5,31825.06
2020,MANHATTAN,121987.39,501.37,47607.11
2020,MANHATTAN,124852.5,482,44803.49
2020,MANHATTAN,127877.1,504.67,43834.58
2020,MANHATTAN,116317.54,876.83,49560.59
2020,QUEENS,120225.86,852.42,48607.66
2020,BRONX,120135.56,719.25,48207.19
2020,QUEENS,131514.59,507.3,38422.71
2020,MANHATTAN,124852.5,703,41704.08
2020,MANHATTAN,119755.79,925.67,49167.9
2020,QUEENS,122292.57,739.87,49388.61
2020,MANHATTAN,124852.5,595.17,46692.69
2020,MANHATTAN,124852.5,667.58,37279.41
2020,MANHATTAN,119723.84,849.5,45183.26
2020,BROOKLYN,131514.59,528.58,30191.02
2020,BROOKLYN,127677.6,470.93,44954
2020,MANHATTAN,167345,67.5,2082.03
2020,BRONX,124852.5,619.92,43202.96
2020,MANHATTAN,119409.69,896.5,45439.33
2020,QUEENS,122706.64,726.45,43662.46
2020,MANHATTAN,108768.97,1235,60947.9
2020,MANHATTAN,124852.5,488.5,46070.34
2020,MANHATTAN,126790.89,511.33,45061.42
2020,MANHATTAN,131514.59,412.83,41415.78
2020,MANHATTAN,117959.01,874.3,50987.69
2020,BROOKLYN,133889.67,421,36353.26
2020,MANHATTAN,126790.89,778.5,41796.66
2020,BROOKLYN,124852.5,471.75,45781.34
2020,MANHATTAN,131626.74,326,30997.64
2020,BRONX,131514.59,524.58,39935.64
2020,BRONX,131514.59,448.87,29836.16
2020,BROOKLYN,120189.45,820.83,42655.51
2020,MANHATTAN,123902.61,767.92,47473.15
2020,MANHATTAN,128661.86,483.6,40254.15
2020,MANHATTAN,131514.59,569.93,36807.6
2020,MANHATTAN,124815.8,469.17,45620.55
2020,MANHATTAN,124852.5,621.17,45439.02
2020,MANHATTAN,131514.59,449.45,41025.28
2020,MANHATTAN,131514.59,555.43,38697.32
2020,MANHATTAN,124852.5,571.87,43757.25
2020,QUEENS,124852.5,514.72,45326.77
2020,MANHATTAN,124852.5,546.58,46543.5
2020,MANHATTAN,135470.32,410.03,32222.72
2020,MANHATTAN,120189.45,884.15,49934.3
2020,MANHATTAN,130288.8,453.25,38989.56
2020,MANHATTAN,120189.45,826.25,49766.76
2020,MANHATTAN,124852.5,565.4,41291.34
2020,MANHATTAN,111207.67,858,59089.89
2020,BROOKLYN,133889.67,453.92,31983.82
2020,MANHATTAN,124852.5,486,45831.6
2020,QUEENS,134408.79,476.5,33603.35
2020,MANHATTAN,143623.6,282.83,27837.47
2020,MANHATTAN,123902.61,590.92,45381.49
2020,MANHATTAN,131626.74,431,40131.24
2020,MANHATTAN,124852.5,662.17,41414.32
2020,MANHATTAN,131514.59,481.75,29921.82
2020,MANHATTAN,126790.89,666.47,42278.47
2020,QUEENS,157132.04,105.42,7325.29
2020,MANHATTAN,167911.64,67.5,2094
2020,MANHATTAN,124852.5,488.25,44644.39
2020,QUEENS,104526.08,1498.33,64554.41
2020,MANHATTAN,124852.5,522.4,42037.9
2020,MANHATTAN,124852.5,472.5,45985.15
2020,MANHATTAN,124852.5,577.83,40158.23
2020,MANHATTAN,124852.5,642.58,40818.09
2020,QUEENS,131514.59,446.83,40315.21
2020,MANHATTAN,126790.89,584.33,40747.32
2020,MANHATTAN,131514.59,484.08,31779.32
2020,BROOKLYN,131514.59,596.67,34566.3
2020,MANHATTAN,124852.5,499.83,45320.68
2020,BRONX,131514.59,550.17,39604.46
2020,BROOKLYN,130191.37,633.38,34801.65
2020,BROOKLYN,115973.81,757,53875.84
2020,MANHATTAN,124852.5,677.1,37778.39
2020,MANHATTAN,129861.06,419,39487.39
2020,MANHATTAN,124852.5,608.98,39266.85
2020,MANHATTAN,109631.1,381.5,30013.09
2020,BRONX,122479.79,683.42,46238.18
2020,MANHATTAN,121227.67,796.6,44562.14
2020,BRONX,131514.59,369,37601.39
2020,MANHATTAN,124852.5,538.3,45310.39
2020,BROOKLYN,134494.85,430.75,37670.2
2020,MANHATTAN,131514.59,463.4,40703.35
2020,BROOKLYN,121227.67,596.78,47268.8
2020,BRONX,131514.59,626.5,38638.51
2020,QUEENS,131514.59,433.72,39468.52
2020,BRONX,131514.59,416.58,35863.49
2020,MANHATTAN,124852.5,516.33,45877.65
2020,BROOKLYN,133343.09,520.48,29979.26
2020,MANHATTAN,131514.59,416.6,37700.39
2020,MANHATTAN,131514.59,396,39963.01
2020,MANHATTAN,131514.59,376.83,36594.57
2020,MANHATTAN,124630.98,719.08,42426.78
2020,BROOKLYN,131514.59,362.58,36090.27
2020,MANHATTAN,124852.5,567.97,41827.06
2020,MANHATTAN,131514.59,494.17,35170.69
2020,MANHATTAN,117959.01,721,50886.56
2020,MANHATTAN,117959.01,838.5,47866.97
2020,MANHATTAN,109631.1,384.5,30467.86
2020,MANHATTAN,131514.59,501.75,29541.24
2020,BRONX,119755.79,758.78,52026.29
2020,BRONX,132093.38,389.17,38490.75
2020,BRONX,131499.4,493.5,31046.81
2020,MANHATTAN,155140.3,80.5,6072.07
2020,BROOKLYN,111923.51,1160.27,54443.69
2020,MANHATTAN,124852.5,614.5,42845.96
2020,MANHATTAN,129322.88,504.63,41934.46
2020,MANHATTAN,131514.59,416.5,39637.7
2020,MANHATTAN,122406.44,585.15,48816.03
2020,MANHATTAN,124852.5,501.18,43397.44
2020,MANHATTAN,124852.5,673.52,41569.72
2020,QUEENS,108768.97,1118.33,55166.2
2020,MANHATTAN,124852.5,446.97,42133.31
2020,MANHATTAN,108768.97,1176.5,57828.96
2020,MANHATTAN,124852.5,494.58,46047.01
2020,MANHATTAN,131514.59,532.75,32443.72
2020,MANHATTAN,108768.97,1101.5,57270.79
2020,BRONX,131514.59,524.93,29792.08
2020,QUEENS,131514.59,462.58,28175.12
2020,QUEENS,127618.63,554.08,41821.49
2020,QUEENS,127583,461.18,39811.58
2020,MANHATTAN,127521.25,491.5,42573.6
2020,QUEENS,131514.59,508.33,29074.42
2020,QUEENS,111348.16,1134.18,54113.16
2020,QUEENS,139258.15,372.58,25330.65
2020,BRONX,126790.89,447.92,43605.32
2020,MANHATTAN,124852.5,597.18,40218.38
2020,MANHATTAN,124852.5,569.33,38695.44
2020,MANHATTAN,167171.9,3,238.84
2020,MANHATTAN,124852.5,723,40130.41
2020,MANHATTAN,124852.5,541,43105.39
2020,BROOKLYN,130191.37,644.08,38213.37
2020,MANHATTAN,131514.59,386.1,36435.72
2020,MANHATTAN,131514.59,506.08,28884.38
2020,MANHATTAN,131514.59,513.42,34131.51
2020,MANHATTAN,124852.5,489.17,42996.92
2020,BRONX,131514.59,435,35143.09
2020,MANHATTAN,124852.5,465.95,43040.89
2020,MANHATTAN,131499.4,418.58,39131.75
2020,BROOKLYN,137310.14,416.92,26642.46
2020,MANHATTAN,124852.5,609.25,38781.07
2020,QUEENS,131514.59,418.5,37402.38
2020,QUEENS,164634.9,206,22139.62
2020,MANHATTAN,120817.24,472.2,45290.53
2020,MANHATTAN,119151.94,629.1,49130.52
2020,MANHATTAN,134894.52,345.92,33962.08
2020,MANHATTAN,131514.59,441.17,35364.81
2020,MANHATTAN,134464.99,424.25,35762.21
2020,MANHATTAN,124852.5,474.33,43011.87
2020,BROOKLYN,131514.59,479.92,36577.43
2020,BROOKLYN,131514.59,432.92,33932.03
2020,BRONX,122459.24,707.33,48985.77
2020,QUEENS,110026.03,1141.25,58149.5
2020,MANHATTAN,124852.5,531.5,43030.81
2020,MANHATTAN,108768.97,1108.28,59915.03
2020,BROOKLYN,118047.21,837.92,43734.6
2020,MANHATTAN,121002.49,577.92,47013.65
2020,MANHATTAN,131514.59,408.65,38386.17
2020,MANHATTAN,108768.97,1167.5,57213.99
2020,MANHATTAN,117330.83,919.7,49200.33
2020,BROOKLYN,119723.84,842.33,46620.39
2020,MANHATTAN,124852.5,493,44124.53
2020,MANHATTAN,120952.65,781.13,46896.39
2020,BROOKLYN,114731.72,991.75,50618.17
2020,QUEENS,124852.5,538.2,41191.87
2020,MANHATTAN,157132.04,58.25,4087.67
2020,BROOKLYN,131514.59,421,31951.14
2020,BRONX,122362.46,616.5,42849.93
2020,BROOKLYN,157132.03,76.58,5360.16
2020,MANHATTAN,123424.05,722.83,45112.76
2020,MANHATTAN,166879.03,173,17087.47
2020,MANHATTAN,140218.89,251.85,26496.39
2020,MANHATTAN,120948.2,722.83,40248.99
2020,MANHATTAN,131514.59,435.08,39389.62
2020,MANHATTAN,124852.5,691.08,42353.5
2020,MANHATTAN,120266.64,683.92,48828.79
2020,MANHATTAN,108768.97,1197,57636.03
2020,BRONX,123902.61,500.33,46332.67
2020,MANHATTAN,116426.37,640.67,45667.32
2020,QUEENS,131514.59,425.98,34710.73
2020,BROOKLYN,131514.59,382.75,36311.98
2020,BROOKLYN,120225.86,766.67,46873.31
2020,MANHATTAN,124852.5,446.95,43388.03
2020,BROOKLYN,119723.84,696.92,44624.6
2020,MANHATTAN,112783.38,531.07,50877.89
2020,MANHATTAN,114375.87,1018.83,48366.81
2020,MANHATTAN,131514.59,442.75,35447.97
2020,MANHATTAN,134397.4,378.88,37366.95
2020,QUEENS,128850.23,452.83,40356.37
2020,QUEENS,124852.5,612.23,37227.38
2020,MANHATTAN,109785.18,1125,54680.29
2020,MANHATTAN,124852.5,454.33,40202.47
2020,MANHATTAN,130405.6,393.5,37483.83
2020,MANHATTAN,168276.88,15,1155.2
2020,MANHATTAN,119409.69,791.17,46459.36
2020,MANHATTAN,119609.97,821.25,44022.66
2020,MANHATTAN,124852.5,467.17,42006.48
2020,MANHATTAN,119755.79,796.5,44039.73
2020,MANHATTAN,131514.59,377.75,35492.13
2020,MANHATTAN,124852.5,452.67,42896.45
2020,QUEENS,157132.04,64,4514.06
2020,MANHATTAN,116942.8,915,46416.01
2020,MANHATTAN,124852.5,423.3,39971.42
2020,MANHATTAN,124852.5,483.58,42418.08
2020,MANHATTAN,123118.3,683,39776.21
2020,QUEENS,111410.56,1000.5,47617.66
2020,MANHATTAN,127521.25,435.42,42006.15
2020,MANHATTAN,124630.98,655.62,35533.12
2020,MANHATTAN,120266.64,730.83,39557.9
2020,BROOKLYN,131514.59,381.17,37508.32
2020,MANHATTAN,124852.5,594.25,45067.87
2020,QUEENS,131514.59,383.78,34493.35
2020,MANHATTAN,131514.59,397.33,34744.98
2020,MANHATTAN,133461.6,378.83,35899.24
2020,BROOKLYN,124852.5,455.25,37106.64
2020,MANHATTAN,131514.59,399.3,35666.01
2020,MANHATTAN,124852.5,556.17,37030.46
2020,MANHATTAN,119609.97,666.35,42377.06
2020,MANHATTAN,124852.5,440.75,42684.87
2020,MANHATTAN,131514.59,402.33,38242.73
2020,MANHATTAN,116942.8,642.5,47702.09
2020,QUEENS,108768.97,1004.28,51996.12
2020,BROOKLYN,114134.17,915.32,48747.64
2020,BROOKLYN,131514.59,422.08,26463.66
2020,MANHATTAN,124852.5,474.55,42070.27
2020,MANHATTAN,110754.18,925,53095.63
2020,MANHATTAN,124852.5,417.65,40667.04
2020,MANHATTAN,131514.59,391.67,38359.99
2020,MANHATTAN,126790.89,474.25,40613.03
2020,MANHATTAN,124852.5,467.4,35174.59
2020,MANHATTAN,130082.54,457.83,33990.54
2020,MANHATTAN,126929.01,453.75,39591.06
2020,BROOKLYN,122960.64,510.75,45672.09
